state,pc_name,candidate,sex,age,category,party,party_symbol,general_votes,postal_votes,total_votes,total_electors,Election Year
Karnataka,Chitradurga,N.S.MANJUNATHA NERENAHAL,Male,54,SC,IND,Harmonium,2702,0,2702,1661277,2014
Karnataka,Chitradurga,T.SOMESH SHILPI,Male,42,SC,IND,Diesel Pump,4511,0,4511,1661277,2014
Karnataka,Chitradurga,None of the Above,,,,NOTA,NOTA,8894,1,8895,1661277,2014
Karnataka,Tumkur,A.KRISHNAPPA,Male,68,GEN,JD(S),A lady farmer carrying paddy on her head,258603,80,258683,1518518,2014
Karnataka,Tumkur,CHINNAPPA.V,Male,33,GEN,CPI,Ears of Corn And Sickle,10448,0,10448,1518518,2014
Karnataka,Tumkur,NILUFAR JAMANI AHMED,Female,41,GEN,BSP,Elephant,4731,1,4732,1518518,2014
Karnataka,Tumkur,G.S.BASAVARAJ,Male,73,GEN,BJP,Lotus,355394,433,355827,1518518,2014
Karnataka,Tumkur,MUDDAHANUMEGOWDA.S.P.,Male,59,GEN,INC,Hand,429635,233,429868,1518518,2014
Karnataka,Tumkur,A.S.D''''SILVA,Male,61,GEN,AAAP,Broom,8321,1,8322,1518518,2014
Karnataka,Tumkur,H.L.MOHAN KUMAR,Male,34,GEN,HJP,Cup & Saucer,1528,0,1528,1518518,2014
Karnataka,Tumkur,B.VENKATESHA,Male,36,GEN,KAP,Batsman,2390,0,2390,1518518,2014
Karnataka,Tumkur,ANWAR,Male,58,GEN,IND,Diesel Pump,1245,0,1245,1518518,2014
Karnataka,Tumkur,GOVINDARJU.G,Male,58,SC,IND,Battery Torch,1063,0,1063,1518518,2014
Karnataka,Tumkur,G.NAGENDRA,Male,38,SC,IND,Window,1094,0,1094,1518518,2014
Karnataka,Tumkur,BRAHMANANDA REDDY,Male,34,GEN,IND,Coconut,1673,0,1673,1518518,2014
Karnataka,Tumkur,L.P.YADUNANDANA,Male,51,GEN,IND,Ceiling Fan,1507,0,1507,1518518,2014
Karnataka,Tumkur,SHIVAKUMAR,Male,44,GEN,IND,Gas Cylinder,1674,0,1674,1518518,2014
Karnataka,Tumkur,K.V.SRINIVAS KALKERE,Male,38,SC,IND,Cauliflower,2195,0,2195,1518518,2014
Karnataka,Tumkur,S.B.HANUMANTHARAYAPPA,Male,45,GEN,IND,Brush,6301,0,6301,1518518,2014
Karnataka,Tumkur,None of the Above,,,,NOTA,NOTA,12933,1,12934,1518518,2014
Karnataka,Mandya,M.KRISHNAMURTHY,Male,40,SC,BSP,Elephant,22366,25,22391,1669262,2014
Karnataka,Mandya,C.S.PUTTARAJU,Male,50,GEN,JD(S),A lady farmer carrying paddy on her head,523942,428,524370,1669262,2014
Karnataka,Mandya,RAMYA,Female,31,GEN,INC,Hand,518568,284,518852,1669262,2014
Karnataka,Mandya,PROF. B.SHIVALINGAIAH,Male,63,GEN,BJP,Lotus,86909,84,86993,1669262,2014
Karnataka,Mandya,H.K.KRISHNA,Male,42,SC,KAP,Batsman,8604,0,8604,1669262,2014
Karnataka,Mandya,KRISHNAMURTHY KOMMERAHALLI,Male,52,SC,RPI(A),Sewing Machine,1643,0,1643,1669262,2014
Karnataka,Mandya,JAYACHANDRA,Male,52,SC,BMUP,Cot,1119,0,1119,1669262,2014
Karnataka,Mandya,K.MAHADEVAPPA,Male,66,GEN,BDBRAJP,Diesel Pump,1423,0,1423,1669262,2014
Karnataka,Mandya,K.SHIVANANDA,Male,52,GEN,HJP,Cup & Saucer,1165,0,1165,1669262,2014
Karnataka,Mandya,DR. C.S.HANUMANTHAPPA,Male,70,GEN,AAAP,Broom,4096,2,4098,1669262,2014
Karnataka,Mandya,ARAVIND PREMANAND,Male,40,GEN,IND,Whistle,1171,1,1172,1669262,2014
Karnataka,Mandya,ARUNAKUMARA,Male,33,GEN,IND,Kite,1178,1,1179,1669262,2014
Karnataka,Mandya,ASHRAF,Male,36,GEN,IND,Ceiling Fan,2163,0,2163,1669262,2014
Karnataka,Mandya,K.UDAYAKUMARA,Male,41,GEN,IND,Coconut,3070,0,3070,1669262,2014
Karnataka,Mandya,N.C.PUTTARAJU,Male,40,GEN,IND,Television,4019,2,4021,1669262,2014
Karnataka,Mandya,BHANUPRAKASH.K.L,Male,33,GEN,IND,Auto- Rickshaw,4354,0,4354,1669262,2014
Karnataka,Mandya,None of the Above,,,,NOTA,NOTA,6015,6,6021,1669262,2014
Karnataka,Mysore,ADAGOORU H VISHWANATH,Male,64,GEN,INC,Hand,471635,665,472300,1723134,2014
Karnataka,Mysore,CHANDRASHEKARAIAH,Male,71,GEN,JD(S),A lady farmer carrying paddy on her head,138460,127,138587,1723134,2014
Karnataka,Mysore,PRATHAP SIMHA,Male,37,GEN,BJP,Lotus,502543,1365,503908,1723134,2014
Karnataka,Mysore,C MOHAN KUMAR,Male,40,SC,BSP,Elephant,13613,24,13637,1723134,2014
Karnataka,Mysore,THIMME GOWDA,Male,42,GEN,SJPA,Gas Cylinder,1507,9,1516,1723134,2014
Karnataka,Mysore,D S NIRVANAPPA,Male,50,SC,CPIM,Saw,977,1,978,1723134,2014
Karnataka,Mysore,PADMAMMA M V,Female,59,GEN,AAAP,Broom,5638,12,5650,1723134,2014
Karnataka,Mysore,S P MAHADEVAPPA,Male,67,GEN,JD(U),Arrow,1013,3,1016,1723134,2014
Karnataka,Mysore,RATHI POOVAIAH,Female,36,GEN,KAP,Batsman,3714,12,3726,1723134,2014
Karnataka,Mysore,HUNSUR K CHANDRASHEKAR,Male,35,GEN,DPPS,Coconut,1342,0,1342,1723134,2014
Karnataka,Mysore,D ESWAR THOREMAVU,Male,47,SC,IND,Sewing Machine,1235,11,1246,1723134,2014
Karnataka,Mysore,BANNUR KUMAR,Male,57,GEN,IND,Ceiling Fan,1213,2,1215,1723134,2014
Karnataka,Mysore,PRAVEEN M S,Male,27,GEN,IND,CHESS BOARD,1434,5,1439,1723134,2014
Karnataka,Mysore,BOJANNA N SOMAIAH,Male,32,GEN,IND,HOCKEY & BALL,2032,0,2032,1723134,2014
Karnataka,Mysore,SAMPATHU N,Male,56,GEN,IND,Ring,2076,2,2078,1723134,2014
Karnataka,Mysore,None of the Above,,,,NOTA,NOTA,8914,10,8924,1723134,2014
Karnataka,Chamarajanagar,A. R. KRISHNA MURTHY,Male,53,SC,BJP,Lotus,426310,290,426600,1555781,2014
Karnataka,Chamarajanagar,R. DHRUVANARAYANA,Male,53,SC,INC,Hand,567587,195,567782,1555781,2014
Karnataka,Chamarajanagar,M SHIVANNA (KOTE),Male,60,SC,JD(S),A lady farmer carrying paddy on her head,58734,26,58760,1555781,2014
Karnataka,Chamarajanagar,SHIVAMALLU,Male,53,SC,BSP,Elephant,34831,15,34846,1555781,2014
Karnataka,Chamarajanagar,KATHAVARAY,Male,54,SC,asdp,Pot,1947,2,1949,1555781,2014
Karnataka,Chamarajanagar,B GURUSWAMY,Male,69,SC,SP,Bicycle,2043,0,2043,1555781,2014
Karnataka,Chamarajanagar,CHAUDAHALLY JAVARAIAH,Male,42,SC,CPI(ML)(L),Flag with Three Stars,2008,0,2008,1555781,2014
Karnataka,Chamarajanagar,PRADEEP KUMAR M,Male,29,SC,KAP,Batsman,2491,1,2492,1555781,2014
Karnataka,Chamarajanagar,KANDEGALA SRINIVASAMURTHY,Male,41,SC,CPIM,Saw,1825,0,1825,1555781,2014
Karnataka,Chamarajanagar,SAMPATH KUMAR,Male,43,SC,AAAP,Broom,3357,0,3357,1555781,2014
Karnataka,Chamarajanagar,BANNUR SURENDRA,Male,33,SC,SJPA,Gas Cylinder,2762,0,2762,1555781,2014
Karnataka,Chamarajanagar,ANANDA G,Male,29,SC,IND,Candles,3906,0,3906,1555781,2014
Karnataka,Chamarajanagar,S. GOVINDA NAIK,Male,49,SC,IND,Auto- Rickshaw,5398,0,5398,1555781,2014
Karnataka,Chamarajanagar,NIRMALA KUMARI,Female,34,SC,IND,Television,6604,0,6604,1555781,2014
Karnataka,Chamarajanagar,None of the Above,,,,NOTA,NOTA,12694,3,12697,1555781,2014
Karnataka,Bangalore Rural,C THOPAIAH,Male,64,SC,BSP,Elephant,11593,1,11594,2190398,2014
Karnataka,Bangalore Rural,R. PRABHAKARA REDDY,Male,43,GEN,JD(S),A lady farmer carrying paddy on her head,317828,42,317870,2190398,2014
Karnataka,Bangalore Rural,MUNIRAJU GOWDA . P,Male,35,GEN,BJP,Lotus,421150,93,421243,2190398,2014
Karnataka,Bangalore Rural,D K SURESH,Male,47,GEN,INC,Hand,652626,97,652723,2190398,2014
Karnataka,Bangalore Rural,BASAVEGOWDA,Male,30,GEN,RPI(A),Sewing Machine,6154,0,6154,2190398,2014
Karnataka,Bangalore Rural,K A MOHAN,Male,57,SC,KDC,Letter Box,1345,0,1345,2190398,2014
Karnataka,Bangalore Rural,RAVI KRISHNA REDDY,Male,39,GEN,AAAP,Broom,17192,3,17195,2190398,2014
Karnataka,Bangalore Rural,SHANKARAPPA,Male,46,SC,JVBP,Balloon,1008,0,1008,2190398,2014
Karnataka,Bangalore Rural,KENCHAIAH,Male,34,GEN,IND,Harmonium,859,0,859,2190398,2014
Karnataka,Bangalore Rural,J NATARAJU,Male,56,GEN,IND,Table Lamp,957,1,958,2190398,2014
Karnataka,Bangalore Rural,J.T.PRAKASH,Male,57,GEN,IND,Diesel Pump,1502,1,1503,2190398,2014
Karnataka,Bangalore Rural,MALLESHA,Male,31,GEN,IND,Shuttle,5420,0,5420,2190398,2014
Karnataka,Bangalore Rural,M.P.MUNAWER SHARIFF,Male,55,GEN,IND,Cup & Saucer,2577,0,2577,2190398,2014
Karnataka,Bangalore Rural,S.SIDDARAMAIAH (HEGGADE),Male,48,GEN,IND,Ring,2142,0,2142,2190398,2014
Karnataka,Bangalore Rural,SURESH,Male,37,GEN,IND,Dish Antenna,2782,0,2782,2190398,2014
Karnataka,Bangalore Rural,None of the Above,,,,NOTA,NOTA,9868,3,9871,2190398,2014
Karnataka,Bangalore North,ABDUL AZEEM,Male,61,GEN,JD(S),A lady farmer carrying paddy on her head,92650,31,92681,2401472,2014
Karnataka,Bangalore North,C.NARAYANA SWAMY,Male,65,GEN,INC,Hand,488356,206,488562,2401472,2014
Karnataka,Bangalore North,V VELU,Male,51,GEN,BSP,Elephant,5584,2,5586,2401472,2014
Karnataka,Bangalore North,D.V SADANANDA GOWDA,Male,61,GEN,BJP,Lotus,717355,971,718326,2401472,2014
Karnataka,Bangalore North,SUN STAR D.JAYARAM,Male,60,SC,GaAP,Air Conditioner,3783,1,3784,2401472,2014
Karnataka,Bangalore North,BABU  MATHEW,Male,64,GEN,AAAP,Broom,28091,16,28107,2401472,2014
Karnataka,Bangalore North,MUTHURAJU. M,Male,47,SC,RPI(A),Sewing Machine,829,0,829,2401472,2014
Karnataka,Bangalore North,T.S.CHAITHANYA (S.J.R),Male,39,GEN,IND,Auto- Rickshaw,911,0,911,2401472,2014
Karnataka,Bangalore North,MANOHAR H.A.,Male,55,GEN,IND,Ceiling Fan,919,0,919,2401472,2014
Karnataka,Bangalore North,DR.MEERLAYAQ HUSSAIN,Male,53,GEN,IND,Stethoscope,612,0,612,2401472,2014
Karnataka,Bangalore North,MOHAMMED QUTBUDDIN,Male,31,GEN,IND,Hat,680,0,680,2401472,2014
Karnataka,Bangalore North,S. RAMU,Male,42,GEN,IND,Whistle,1131,0,1131,2401472,2014
Karnataka,Bangalore North,MU.VENKATESH SIMHA BHOVI,Male,54,SC,IND,Television,1033,0,1033,2401472,2014
Karnataka,Bangalore North,SUNIL.V.J,Male,38,GEN,IND,Battery Torch,1561,0,1561,2401472,2014
Karnataka,Bangalore North,None of the Above,,,,NOTA,NOTA,11990,6,11996,2401472,2014
Karnataka,Bangalore central,NANDINI ALVA,Female,52,GEN,JD(S),A lady farmer carrying paddy on her head,20357,30,20387,1931456,2014
Karnataka,Bangalore central,P.C. MOHAN,Male,50,GEN,BJP,Lotus,556710,420,557130,1931456,2014
Karnataka,Bangalore central,R. MOHAN RAJU,Male,52,SC,BSP,Elephant,5802,4,5806,1931456,2014
Karnataka,Bangalore central,RIZWAN ARSHAD,Male,34,GEN,INC,Hand,419476,154,419630,1931456,2014
Karnataka,Bangalore central,ISMAIL KHAN SAIF ALI,Male,47,GEN,AITC,Flowers and Grass,2275,1,2276,1931456,2014
Karnataka,Bangalore central,ZAHEEDA  SHEREEN,Female,38,GEN,SUCI,Glass Tumbler,1198,0,1198,1931456,2014
Karnataka,Bangalore central,V. BALAKRISHNAN,Male,49,GEN,AAAP,Broom,39852,17,39869,1931456,2014
Karnataka,Bangalore central,BUDAYYA .B. PUJERI,Male,43,GEN,KAP,Batsman,553,0,553,1931456,2014
Karnataka,Bangalore central,H.L. MANJUNATHA,Male,35,ST,KCVP,Auto- Rickshaw,707,0,707,1931456,2014
Karnataka,Bangalore central,KADUGUDI SONNAPPA,Male,40,SC,RPI(A),Sewing Machine,543,0,543,1931456,2014
Karnataka,Bangalore central,AMBROSE D''''MELLO,Male,46,GEN,IND,Bottle,366,0,366,1931456,2014
Karnataka,Bangalore central,DHANANJAYA. H.H,Male,42,GEN,IND,FLUTE,422,0,422,1931456,2014
Karnataka,Bangalore central,G. NARAYANASWAMY (KAPALI),Male,43,GEN,IND,Cauliflower,1228,0,1228,1931456,2014
Karnataka,Bangalore central,B.K. NARAYANA-SWAMY,Male,58,GEN,IND,Helmet,700,0,700,1931456,2014
Karnataka,Bangalore central,PRASHANTH.S.M,Male,34,GEN,IND,Coconut,903,0,903,1931456,2014
Karnataka,Bangalore central,DR. MEER LAYAQ HUSSAIN,Male,53,GEN,IND,Stethoscope,1878,0,1878,1931456,2014
Karnataka,Bangalore central,K.MURTHY,Male,51,SC,IND,Dish Antenna,1507,0,1507,1931456,2014
Karnataka,Bangalore central,MODI SAIFULLA,Male,34,GEN,IND,Battery Torch,3204,0,3204,1931456,2014
Karnataka,Bangalore central,BHOVI RAMA C.B.K,Male,38,SC,IND,Chappals,942,0,942,1931456,2014
Karnataka,Bangalore central,RAMANUJ SINGH,Male,50,GEN,IND,Bat,1836,0,1836,1931456,2014
Karnataka,Bangalore central,B.V.VENKATESHAPPA,Male,62,GEN,IND,Ceiling Fan,668,0,668,1931456,2014
Karnataka,Bangalore central,SHAFI AHMED,Male,54,GEN,IND,Black Board,549,0,549,1931456,2014
Karnataka,Bangalore central,E.SALAM,Male,69,GEN,IND,Gas Cylinder,365,0,365,1931456,2014
Karnataka,Bangalore central,SEETHA RAMAN.E,Male,43,SC,IND,Television,2543,0,2543,1931456,2014
Karnataka,Bangalore central,SURAIYA ZAITHOON,Female,38,GEN,IND,Frock,519,0,519,1931456,2014
Karnataka,Bangalore central,SYED ASIF BUKHAARI,Male,41,GEN,IND,CALCULATOR,411,0,411,1931456,2014
Karnataka,Bangalore central,None of the Above,,,,NOTA,NOTA,8443,6,8449,1931456,2014
Karnataka,Bangalore South,ANANTH KUMAR,Male,54,GEN,BJP,Lotus,633312,504,633816,1998724,2014
Karnataka,Bangalore South,KHAN ABDUL R,Male,36,GEN,BSP,Elephant,2743,4,2747,1998724,2014
Karnataka,Bangalore South,NANDAN NILEKANI,Male,58,GEN,INC,Hand,404980,261,405241,1998724,2014
Karnataka,Bangalore South,RUTH MANORAMA,Female,61,GEN,JD(S),A lady farmer carrying paddy on her head,25649,28,25677,1998724,2014
Karnataka,Bangalore South,M. UMADEVI,Female,44,GEN,SUCI,Glass Tumbler,917,1,918,1998724,2014
Karnataka,Bangalore South,GAYATHRI,Female,63,GEN,PPOI,Television,484,0,484,1998724,2014
Karnataka,Bangalore South,NINA P NAYAK,Female,60,GEN,AAAP,Broom,21395,8,21403,1998724,2014
Karnataka,Bangalore South,MAHADEVA SWAMY. B. M,Male,31,SC,BDBRAJP,Sewing Machine,427,1,428,1998724,2014
Karnataka,Bangalore South,RAVIKUMARA T,Male,31,GEN,SP,Bicycle,781,0,781,1998724,2014
Karnataka,Bangalore South,G.R. SHIVASHANKAR,Male,62,GEN,AIFB,Lion,586,0,586,1998724,2014
Karnataka,Bangalore South,SYED MEHABOOB,Male,44,GEN,JD(U),Arrow,365,0,365,1998724,2014
Karnataka,Bangalore South,DR. KODUR VENKATESH,Male,52,GEN,IND,Telephone,502,0,502,1998724,2014
Karnataka,Bangalore South,GOVINDAIAH B.R.,Male,64,GEN,IND,Basket containing Fruits,672,0,672,1998724,2014
Karnataka,Bangalore South,T.K. DASAR,Male,44,SC,IND,Ceiling Fan,929,0,929,1998724,2014
Karnataka,Bangalore South,DR. PRADEEP GADUGESH,Male,35,GEN,IND,Hat,549,0,549,1998724,2014
Karnataka,Bangalore South,PRABHU,Male,44,GEN,IND,Funnel,2325,0,2325,1998724,2014
Karnataka,Bangalore South,PRAMOD  MUTALIK,Male,59,GEN,IND,Trumpet,4246,1,4247,1998724,2014
Karnataka,Bangalore South,T. E. MOSES,Male,69,GEN,IND,Bat,604,0,604,1998724,2014
Karnataka,Bangalore South,YOGESH,Male,31,GEN,IND,Mixee,2061,0,2061,1998724,2014
Karnataka,Bangalore South,G. VENKATESH BHOVI,Male,53,SC,IND,Auto- Rickshaw,736,0,736,1998724,2014
Karnataka,Bangalore South,SHAMBULINGEGOWDA (GANDIVADI),Male,52,GEN,IND,Batsman,581,0,581,1998724,2014
Karnataka,Bangalore South,SYED RAFIQ AHMED,Male,58,GEN,IND,Walking Stick,245,1,246,1998724,2014
Karnataka,Bangalore South,N. HANUMEGOWDA,Male,50,GEN,IND,Coconut,414,0,414,1998724,2014
Karnataka,Bangalore South,None of the Above,,,,NOTA,NOTA,7411,3,7414,1998724,2014
Karnataka,Chikkballapur,H D KUMARA SWAMY,Male,54,GEN,JD(S),A lady farmer carrying paddy on her head,345882,457,346339,1658410,2014
Karnataka,Chikkballapur,CHITRA PRASAD,Female,42,GEN,BSP,Elephant,6277,2,6279,1658410,2014
Karnataka,Chikkballapur,B N BACHE GOWDA,Male,72,GEN,BJP,Lotus,414254,1026,415280,1658410,2014
Karnataka,Chikkballapur,M VEERAPPA MOILY,Male,74,GEN,INC,Hand,424491,309,424800,1658410,2014
Karnataka,Chikkballapur,G V SREERAMA REDDY,Male,64,GEN,CPM,"Hammer, Sickle and Star",26052,19,26071,1658410,2014
Karnataka,Chikkballapur,K ARKESH,Male,60,GEN,AAAP,Broom,6825,2,6827,1658410,2014
Karnataka,Chikkballapur,YAKUB SHARIFF,Male,33,GEN,BMUP,Cot,929,2,931,1658410,2014
Karnataka,Chikkballapur,ROBIN MATHEWS NAREKATTU,Male,47,GEN,SP,Bicycle,1404,0,1404,1658410,2014
Karnataka,Chikkballapur,H N RAMAKRISHNA REDDY,Male,66,GEN,PPOI,Balloon,686,0,686,1658410,2014
Karnataka,Chikkballapur,REDDY G K C,Male,57,GEN,JD(U),Arrow,799,0,799,1658410,2014
Karnataka,Chikkballapur,G C VENKATARAMANAPPA,Male,34,SC,RPI(A),Sewing Machine,892,0,892,1658410,2014
Karnataka,Chikkballapur,B N GOPALAGOWDA,Male,36,GEN,IND,Cauliflower,1465,0,1465,1658410,2014
Karnataka,Chikkballapur,JAYAPRAKASHA YADAV,Male,29,GEN,IND,Basket containing Fruits,1586,0,1586,1658410,2014
Karnataka,Chikkballapur,D N NARASIMHAMURTHY,Male,42,ST,IND,Iron,1897,0,1897,1658410,2014
Karnataka,Chikkballapur,NANJAPPA,Male,52,GEN,IND,Coconut,1215,0,1215,1658410,2014
Karnataka,Chikkballapur,T V MANJUNATHA GOWDA,Male,43,GEN,IND,Battery Torch,3895,0,3895,1658410,2014
Karnataka,Chikkballapur,G N RAVI,Male,50,GEN,IND,BELT,7127,0,7127,1658410,2014
Karnataka,Chikkballapur,VENKATESH D T,Male,45,SC,IND,Shuttle,3410,0,3410,1658410,2014
Karnataka,Chikkballapur,K S SWAMY,Male,37,SC,IND,Black Board,4689,0,4689,1658410,2014
Karnataka,Chikkballapur,None of the Above,,,,NOTA,NOTA,7676,6,7682,1658410,2014
Karnataka,Kolar,D.M.AMBAREESHA,Male,33,SC,BSP,Elephant,4934,0,4934,1492977,2014
Karnataka,Kolar,KOLAR KESAVA,Male,42,SC,JD(S),A lady farmer carrying paddy on her head,370428,648,371076,1492977,2014
Karnataka,Kolar,EM.NARAYANASWAMY,Male,61,SC,BJP,Lotus,267211,111,267322,1492977,2014
Karnataka,Kolar,K.H.MUNIYAPPA,Male,67,SC,INC,Hand,418349,577,418926,1492977,2014
Karnataka,Kolar,KOTIGANAHALLI RAMAIAH,Male,58,SC,AAAP,Broom,17558,5,17563,1492977,2014
Karnataka,Kolar,V.MUNISWAMY,Male,52,SC,SP,Bicycle,4802,1,4803,1492977,2014
Karnataka,Kolar,R.RAVINDRA KUMAR,Male,53,SC,BDBRAJP,Ceiling Fan,1144,0,1144,1492977,2014
Karnataka,Kolar,H.V.ANJAPPA,Male,63,SC,IND,Chappals,920,0,920,1492977,2014
Karnataka,Kolar,K.NARENDRABABU,Male,42,SC,IND,Battery Torch,1089,0,1089,1492977,2014
Karnataka,Kolar,NARAYANASWAMY,Male,55,SC,IND,Grapes,1517,0,1517,1492977,2014
Karnataka,Kolar,M.S.NARAYANASWAMY,Male,51,SC,IND,Carrot,1291,0,1291,1492977,2014
Karnataka,Kolar,H.N.NARAYANASWAMY,Male,44,SC,IND,Cauliflower,1583,0,1583,1492977,2014
Karnataka,Kolar,A.PRASAD,Male,46,SC,IND,Pot,1275,0,1275,1492977,2014
Karnataka,Kolar,K.H.MADHUSOODAN,Male,46,SC,IND,Diesel Pump,1759,0,1759,1492977,2014
Karnataka,Kolar,M.MUNIYAPPA,Male,36,SC,IND,Coat,2663,0,2663,1492977,2014
Karnataka,Kolar,DR.C.MOHAN,Male,73,SC,IND,Stethoscope,2907,0,2907,1492977,2014
Karnataka,Kolar,VINAYAKA PRASAD.H.N,Male,30,SC,IND,Basket containing Fruits,2074,0,2074,1492977,2014
Karnataka,Kolar,B.V.VENKATAGIRIYAPPA,Male,64,SC,IND,Sewing Machine,6713,0,6713,1492977,2014
Karnataka,Kolar,N.VENKATESH,Male,44,SC,IND,Gas Stove,3601,0,3601,1492977,2014
Karnataka,Kolar,G.N.VENKATESH,Male,43,SC,IND,Pen Nib with Seven Rays,6236,0,6236,1492977,2014
Karnataka,Kolar,BEEDA SRINIVAS N,Male,36,SC,IND,Ring,1398,0,1398,1492977,2014
Karnataka,Kolar,V.SRINIVASA,Male,34,SC,IND,Helmet,1424,0,1424,1492977,2014
Karnataka,Kolar,None of the Above,,,,NOTA,NOTA,5097,0,5097,1492977,2014
Kerala,Kasaragod,P KARUNAKARAN,Male,69,GEN,CPM,"Hammer, Sickle and Star",384209,755,384964,1243730,2014
Kerala,Kasaragod,ADV. BASHEER ALADY,Male,40,GEN,BSP,Elephant,3103,1,3104,1243730,2014
Kerala,Kasaragod,ADV. T SIDDIQUE,Male,39,GEN,INC,Hand,377579,464,378043,1243730,2014
Kerala,Kasaragod,K SURENDRAN,Male,44,GEN,BJP,Lotus,172655,171,172826,1243730,2014
Kerala,Kasaragod,ABDUL SALAM N U,Male,44,GEN,SDPI,Ceiling Fan,9713,0,9713,1243730,2014
Kerala,Kasaragod,ABBAS MOTHALAPPARA,Male,56,GEN,AITC,Flowers and Grass,631,1,632,1243730,2014
Kerala,Kasaragod,AMBALATHARA KUNHIKRISHNAN,Male,61,GEN,AAAP,Broom,4976,20,4996,1243730,2014
Kerala,Kasaragod,ABOOBACKER SIDDIQ,Male,33,GEN,IND,Television,880,0,880,1243730,2014
Kerala,Kasaragod,K K ASHOKAN,Male,39,GEN,IND,Glass Tumbler,3056,1,3057,1243730,2014
Kerala,Kasaragod,GOTHRA MOOPAN NELLIKADAN KANNAN,Male,75,ST,IND,Auto- Rickshaw,2655,0,2655,1243730,2014
Kerala,Kasaragod,KARUNAKARAN KALIPPURAYIL,Male,61,GEN,IND,Stethoscope,824,0,824,1243730,2014
Kerala,Kasaragod,KARUNAKARAN PAINGAPPADAN,Male,54,GEN,IND,Ring,1002,0,1002,1243730,2014
Kerala,Kasaragod,MANOHARAN K,Male,38,GEN,IND,Shuttle,4194,0,4194,1243730,2014
Kerala,Kasaragod,P K RAMAN,Male,54,SC,IND,Table,1221,1,1222,1243730,2014
Kerala,Kasaragod,None of the Above,,,,NOTA,NOTA,6093,10,6103,1243730,2014
Kerala,Kannur,N ABDULLA DAVUD,Male,68,GEN,BSP,Elephant,2108,1,2109,1170266,2014
Kerala,Kannur,P C MOHANAN MASTER,Male,64,GEN,BJP,Lotus,51512,124,51636,1170266,2014
Kerala,Kannur,P K SREEMATHI TEACHER,Female,64,GEN,CPM,"Hammer, Sickle and Star",426478,1144,427622,1170266,2014
Kerala,Kannur,K SUDHAKARAN,Male,65,GEN,INC,Hand,419996,1060,421056,1170266,2014
Kerala,Kannur,P P ABOOBACKAR,Male,59,GEN,CPIM,Saw,1535,1,1536,1170266,2014
Kerala,Kannur,K K ABDUL JABBAR,Male,40,GEN,SDPI,Ceiling Fan,19169,1,19170,1170266,2014
Kerala,Kannur,SASIDHARAN K V,Male,48,GEN,AAAP,Broom,6080,26,6106,1170266,2014
Kerala,Kannur,P P MOHANAN,Male,61,GEN,IND,Television,2369,2,2371,1170266,2014
Kerala,Kannur,SREEMATHI PUTHALATH,Female,75,GEN,IND,Ring,1500,0,1500,1170266,2014
Kerala,Kannur,K SUDHAKARAN (KOLLON HOUSE),Male,44,GEN,IND,Glass Tumbler,4239,1,4240,1170266,2014
Kerala,Kannur,K SUDHAKARAN (SREESHYLAM),Male,52,GEN,IND,Shuttle,2744,1,2745,1170266,2014
Kerala,Kannur,None of the Above,,,,NOTA,NOTA,7009,17,7026,1170266,2014
Kerala,Vadakara,MULLAPPALLY RAMACHANDRAN,Male,67,GEN,INC,Hand,415445,1034,416479,1182504,2014
Kerala,Vadakara,SASEENDRAN,Male,44,SC,BSP,Elephant,2149,1,2150,1182504,2014
Kerala,Vadakara,ADV.A.N.SHAMSEER,Male,36,GEN,CPM,"Hammer, Sickle and Star",412055,1118,413173,1182504,2014
Kerala,Vadakara,V.K.SAJEEVAN,Male,39,GEN,BJP,Lotus,76227,86,76313,1182504,2014
Kerala,Vadakara,P.ABDUL HAMEED  MASTER,Male,55,GEN,SDPI,Ceiling Fan,15054,4,15058,1182504,2014
Kerala,Vadakara,ALI AKBAR,Male,50,GEN,AAAP,Broom,6230,15,6245,1182504,2014
Kerala,Vadakara,A.M.SMITHA,Female,33,GEN,CPIM,Saw,692,1,693,1182504,2014
Kerala,Vadakara,ATTUVEPPIL KUNHIKKANNAN,Male,57,SC,IND,Auto- Rickshaw,731,0,731,1182504,2014
Kerala,Vadakara,ADV.P.KUMARANKUTTY,Male,69,GEN,IND,Glass Tumbler,17206,23,17229,1182504,2014
Kerala,Vadakara,P.SHARAFUDEEN,Male,53,GEN,IND,Television,1678,1,1679,1182504,2014
Kerala,Vadakara,A.P.SHAMSEER,Male,34,GEN,IND,Whistle,3485,0,3485,1182504,2014
Kerala,Vadakara,None of the Above,,,,NOTA,NOTA,6093,14,6107,1182504,2014
Kerala,Wayanad,P R RASMILNATH,Male,37,GEN,BJP,Lotus,80699,53,80752,1249420,2014
Kerala,Wayanad,VAPPAN,Male,69,SC,BSP,Elephant,1316,1,1317,1249420,2014
Kerala,Wayanad,M I SHANAVAS,Male,62,GEN,INC,Hand,376751,284,377035,1249420,2014
Kerala,Wayanad,SATHYAN MOKERI,Male,60,GEN,CPI,Ears of Corn And Sickle,355764,401,356165,1249420,2014
Kerala,Wayanad,JALEEL NEELAMBRA,Male,58,GEN,SDPI,Ceiling Fan,14326,1,14327,1249420,2014
Kerala,Wayanad,ADV. P P A SAGEER,Male,35,GEN,AAAP,Broom,10675,9,10684,1249420,2014
